,path,xmin,ymin,xmax,ymax,label,width,height
9402,BD_71/Andrena fulva/Andrena fulva618.jpg,102.0,20.000000000000004,418.0,322.0,Anthophila,800,533
9403,BD_71/Colletes cunicularius/Colletes cunicularius60703.jpeg,173.75,68.75,385.0,201.25,Anthophila,500,333
9404,BD_71/Osmia cornuta/Osmia cornuta13483.jpg,30.0,150.0,356.25,473.75,Anthophila,375,500
9405,BD_71/Andrena ventralis/mix1.jpg5.jpg,242.5,1.25,391.25,163.75,Anthophila,500,365
9406,BD_71/Melecta albifrons/Melecta albifrons51677.jpeg,127.5,154.2578125,250.0,319.2578125,Anthophila,334,500
9407,BD_71/Anthidium florentinum/Anthidium florentinum84628.jpeg,98.75,153.75,275.0,335.0,Anthophila,375,500
9408,BD_71/Nomada lathburiana/nomada_habitus_v.jpg,6.25,293.75,213.75,497.5,Anthophila,406,500
9409,BD_71/Bombus pascuorum/Bombus pascuorum63900.jpeg,17.5,10.0,495.0,472.5,Anthophila,500,497
9410,BD_71/Andrena haemorrhoa/andrena.jpg,318.75,33.75,482.5,225.0,Anthophila,500,262
9411,BD_71/Andrena flavipes/Andrena flavipes93890.jpg,62.5,110.4375,426.25,296.25,Anthophila,500,399
9412,BD_71/Andrena vaga/Andrena vaga28760.jpeg,189.7321428571429,53.75,421.25,214.28571428571428,Anthophila,500,375
9413,BD_71/Andrena haemorrhoa/Andrena haemorrhoa60207.jpeg,141.25,262.5,228.75,347.5,Anthophila,375,500
9414,BD_71/Megachile ericetorum/Megachile ericetorum32613.jpeg,106.25,43.75,343.75,291.25,Anthophila,500,375
9415,BD_71/Bombus vestalis/Bombus vestalis74315.jpeg,189.7321428571429,51.33928571428572,363.8392857142857,187.5,Anthophila,500,500
9416,BD_71/Halictus scabiosae/Halictus scabiosae91243.jpeg,151.25,46.25,386.25,362.5,Anthophila,500,375
9417,BD_71/Andrena vaga/Andrena vaga51631.jpg,71.42857142857143,80.27678571428571,385.0,240.00000000000003,Anthophila,500,333
9418,BD_71/Colletes cunicularius/Colletes cunicularius57611.jpg,138.75,52.49999999999999,312.5,285.0,Anthophila,500,342
9419,BD_71/Bombus terrestris lusitanicus/Bombus terrestris lusitanicus671.jpeg,146.25,48.75,357.5,303.75000000000006,Anthophila,500,333
9420,BD_71/Andrena nitida/abeille_26042016.jpg,31.25,50.223214285714285,444.19642857142856,331.47321428571433,Anthophila,500,375
9421,BD_71/Bombus campestris/Bombus campestris86509.jpg,13.75,122.5,272.5,400.0,Anthophila,375,500
9422,BD_71/Dasypoda hirtipes/Dasypoda hirtipes44927.jpg,128.75,55.5078125,353.75,363.0078125,Anthophila,500,379
9423,BD_71/Bombus rupestris/Bombus rupestris85866.jpeg,175.0,163.75,261.25,290.0,Anthophila,375,500
9424,BD_71/Bombus lapidarius/Bombus lapidarius45083.jpeg,75.89285714285714,41.25,456.25,351.25,Anthophila,500,355
9425,BD_71/Osmia caerulescens/Osmia caerulescens58288.jpeg,137.5,101.7578125,260.0,224.2578125,Anthophila,468,500
9426,BD_71/Andrena clarkella/Andrena clarkella22613.jpg,160.0,83.75000000000001,292.4107142857143,201.25,Anthophila,500,333
9427,BD_71/Bombus humilis/Bombus humilis79285.jpeg,267.5,56.2760353088379,391.25,203.77603530883792,Anthophila,500,375
9428,BD_71/Bombus lapidarius/Bombus lapidarius14083.jpg,111.25,96.25,248.75,225.0,Anthophila,375,500
9429,BD_71/Andrena flavipes/Andrena flavipes96090.jpeg,35.745535714285715,49.10714285714285,431.25,373.75,Anthophila,471,500
9430,BD_71/Megachile sculpturalis/Megachile sculpturalis85892.jpeg,36.25,200.8928571428572,118.75,269.2578125,Anthophila,225,500
9431,BD_71/Andrena cineraria/Andrena cineraria69255.jpg,88.79464285714286,86.25,338.75,419.6428571428572,Anthophila,442,500
9432,BD_71/Bombus lapidarius/Bombus lapidarius41656.jpg,150.0,173.75,486.25,498.75,Anthophila,500,500
9433,BD_71/Bombus rupestris/Bombus rupestris39509.jpg,213.75,156.25,372.5,300.0,Anthophila,500,375
9434,BD_71/Bombus hortorum/Bombus hortorum26513.jpg,27.5,112.5,363.75,467.5,Anthophila,375,500
9435,BD_71/Heriades truncorum/P1740737.jpg,1.25,0.0,482.5,277.5,Anthophila,500,281
9436,BD_71/Halictus scabiosae/dsc_0272.jpg,63.75,6.25,485.0,317.5,Anthophila,500,331
9437,BD_71/Anthidium florentinum/Anthidium florentinum80609.jpeg,107.5,217.5,222.5,312.5,Anthophila,281,500
9438,BD_71/Andrena denticulata/Andrena denticulata87887.jpg,104.91071428571428,49.05803571428572,421.25,260.0,Anthophila,500,333
9439,BD_71/Nomada goodeniana/Nomada goodeniana24770.jpg,5.0,1.25,473.75,248.75,Anthophila,500,278
9440,BD_71/Osmia aurulenta/Osmia aurulenta30461.jpg,292.5,118.0078125,381.25,205.5078125,Anthophila,500,281
9441,BD_71/Anthophora plumipes/Anthophora plumipes65350.jpg,133.75,81.25000000000001,306.25,257.5,Anthophila,500,333
9442,BD_71/Andrena nitida/Andrena nitida10038.jpg,178.57142857142858,31.21875,326.25,183.75,Anthophila,500,333
9443,BD_71/Bombus pratorum/Bombus pratorum12169.jpg,120.0,212.50000000000003,301.25,382.50000000000006,Anthophila,500,408
9444,BD_71/Bombus vestalis/Bombus vestalis24970.jpg,126.25,215.5078125,272.5,343.0078125,Anthophila,500,490
9445,BD_71/Dasypoda hirtipes/Dasypoda hirtipes89461.jpeg,75.0,179.2578125,313.75,406.7578125,Anthophila,375,500
9446,BD_71/Andrena clarkella/Andrena clarkella26388.jpeg,82.49999999999999,90.0,345.0,408.75,Anthophila,396,500
9447,BD_71/Andrena clarkella/Andrena clarkella51949.jpg,203.75,131.25,383.75,296.25,Anthophila,500,375
9448,BD_71/Sphecodes albilabris/Sphecodes albilabris89172.jpeg,116.25,167.5,195.0,226.25,Anthophila,375,500
9449,BD_71/Osmia bicolor/Osmia bicolor71171.jpg,215.0,96.7578125,327.5,265.5078125,Anthophila,500,375
9450,BD_71/Bombus muscorum/Bombus muscorum77014.jpg,125.0,50.0,405.0,236.25,Anthophila,500,327
9451,BD_71/Ceratina cucurbitina/Ceratina cucurbitina21773.jpg,264.2857142857143,150.5,589.2857142857143,553.625,Anthophila,800,602
9452,BD_71/Bombus lucorum/Bombus lucorum56469.jpeg,57.49999999999999,146.25,358.75,365.0,Anthophila,402,500
9453,BD_71/Halictus rubicundus/Halictus rubicundus64109.jpg,87.05357142857143,56.65625,366.25,260.5078125,Anthophila,500,343
9454,BD_71/Bombus terrestris lusitanicus/Bombus terrestris lusitanicus569.jpg,282.5,118.75,418.75,220.0,Anthophila,500,375
9455,BD_71/Apis mellifera/Apis mellifera3061.jpg,67.85714285714286,16.0,554.0,575.8928571428571,Anthophila,800,600
9456,BD_71/Andrena fulva/Andrena fulva22512.jpeg,55.80357142857143,30.0,468.75,312.07589285714283,Anthophila,500,341
9457,BD_71/Anthidium manicatum/Anthidium manicatum39270.jpeg,0.0,142.85714285714286,251.25,355.0,Anthophila,281,500
9458,BD_71/Andrena hattorfiana/Andrena hattorfiana72423.jpg,107.14285714285714,59.73214285714285,363.8392857142857,340.4732142857143,Anthophila,500,446
9459,BD_71/Andrena haemorrhoa/Andrena haemorrhoa24735.jpg,110.0,142.85714285714286,393.75,311.25,Anthophila,495,500
9460,BD_71/Xylocopa violacea/Xylocopa violacea14321.jpg,48.0,94.21875,689.2857142857143,494.8125,Anthophila,800,603
9461,BD_71/Andrena vaga/Andrena vaga6104.jpg,55.80357142857143,65.41071428571429,485.0,330.00000000000006,Anthophila,500,333
9462,BD_71/Andrena fulva/Andrena fulva6003.jpg,20.089285714285715,64.28571428571429,438.75,366.25,Anthophila,500,400
9463,BD_71/Osmia bicornis/Megachile 18.05.2017.jpg,296.25,51.25,491.25,267.5,Anthophila,500,280
9464,BD_71/Hylaeus variegatus/Hylaeus variegatus94933.jpg,145.0,151.25,320.0,382.5,Anthophila,452,500
9465,BD_71/Sphecodes albilabris/Sphecodes albilabris10804.jpg,77.5,37.49999999999999,390.0,242.5,Anthophila,500,281
9466,BD_71/Andrena bicolor/Andrena bicolor55836.jpeg,147.5,270.0,248.75,356.25,Anthophila,375,500
9467,BD_71/Andrena cineraria/Andrena cineraria53586.jpeg,90.0,87.5,328.75,301.25000000000006,Anthophila,500,333
9468,BD_71/Andrena hattorfiana/photo_0821_redim.jpg,46.25,7.723214285714286,419.6428571428572,337.5,Anthophila,500,346
9469,BD_71/Colletes hederae/6.jpg,58.71428571428571,42.5,365.0,217.5,Anthophila,411,500
9470,BD_71/Bombus argillaceus/Bombus argillaceus53637.jpg,98.75,218.75,289.99999999999994,356.25,Anthophila,407,500
9471,BD_71/Andrena fulva/Andrena fulva10452.jpg,96.0,24.0,646.0,550.0,Anthophila,800,598
9472,BD_71/Anthidiellum strigatum/Anthidiellum strigatum80837.jpg,126.25,207.5,276.25,305.0,Anthophila,375,500
9473,BD_71/Colletes hederae/Colletes hederae9679.jpg,108.0,57.99999999999999,576.0,704.0,Anthophila,599,800
9474,BD_71/Bombus campestris/psy3fullcampestr.jpg,32.5,143.75,200.0,351.25,Anthophila,223,500
9475,BD_71/Bombus rupestris/Bombus rupestris84008.jpg,85.0,120.0,280.0,352.5,Anthophila,375,500
9476,BD_71/Ceratina cucurbitina/Ceratina cucurbitina9415.jpg,271.42857142857144,91.07142857142856,503.57142857142856,484.82142857142856,Anthophila,800,600
9477,BD_71/Andrena clarkella/Andrena clarkella21795.jpeg,252.5,208.75,378.75,271.25,Anthophila,500,375
9478,BD_71/Bombus pascuorum/Bombus pascuorum8528.jpg,15.0,0.0,473.75,375.0,Anthophila,500,375
9479,BD_71/Andrena clarkella/Andrena clarkella24187.jpeg,263.75,108.75,381.69642857142856,184.21875,Anthophila,500,315
9480,BD_71/Bombus vestalis/Bombus vestalis12101.jpg,131.69642857142858,31.21875,316.9642857142857,301.78125,Anthophila,500,333
9481,BD_71/Ceratina cucurbitina/Ceratina cucurbitina45498.jpg,116.07142857142856,93.65625,459.8214285714286,272.0491071428572,Anthophila,500,333
9482,BD_71/Osmia bicornis/Osmia bicornis10580.jpeg,111.60714285714286,46.08482142857143,426.25,303.75000000000006,Anthophila,500,333
9483,BD_71/Anthidium florentinum/Anthidium florentinum80725.jpg,285.0,77.50000000000001,408.75,222.50000000000003,Anthophila,500,333
9484,BD_71/Rhodanthidium septemdentatum/t65t.jpg,17.5,18.401785714285715,481.25,360.50781250000006,Anthophila,500,458
9485,BD_71/Anthidiellum strigatum/dsc_2575_anthidi.jpg,0.0,5.0,491.25,320.65625000000006,Anthophila,500,331
9486,BD_71/Anthophora plumipes/Anthophora plumipes61281.jpg,80.35714285714286,19.325892857142858,321.25,301.25000000000006,Anthophila,500,333
9487,BD_71/Andrena thoracica/montagew.jpg,3.75,9.821428571428571,251.25,202.5,Anthophila,500,220
9488,BD_71/Nomada goodeniana/Nomada goodeniana66217.jpg,60.0,97.5,433.75,426.25,Anthophila,500,481
9489,BD_71/Macropis europaea/Macropis europaea82463.jpeg,122.5,77.5,350.0,276.25,Anthophila,500,375
9490,BD_71/Osmia cornuta/Osmia cornuta62726.jpeg,28.75,88.75,423.75,306.25,Anthophila,500,375
9491,BD_71/Halictus scabiosae/Halictus scabiosae45520.jpeg,110.0,21.25,398.75,193.75,Anthophila,500,333
9492,BD_71/Bombus sylvarum/Bombus sylvarum44768.jpg,196.25,128.75,332.5,250.0,Anthophila,500,360
9493,BD_71/Colletes hederae/Colletes hederae6852.jpg,278.0,176.0,562.0,508.0,Anthophila,800,600
9494,BD_71/Megachile sculpturalis/Megachile sculpturalis83480.jpg,173.75,211.7578125,257.5,309.2578125,Anthophila,375,500
9495,BD_71/Andrena florea/Andrena florea23303.jpg,127.23214285714285,72.17857142857143,356.25,296.25,Anthophila,500,376
9496,BD_71/Colletes cunicularius/dsc_0312.jpg,96.25,31.25,473.75,280.0,Anthophila,500,332
9497,BD_71/Andrena cineraria/Andrena cineraria31434.jpg,111.25,30.0,351.25,236.25,Anthophila,500,313
9498,BD_71/Colletes cunicularius/Colletes cunicularius65841.jpg,201.25,85.0,328.75,237.5,Anthophila,500,340
9499,BD_71/Andrena flavipes/dsc_0548_andrena.jpg,66.98214285714286,136.16071428571428,320.0,322.5,Anthophila,484,500
9500,BD_71/Bombus argillaceus/Bombus argillaceus70010.jpg,50.0,86.25,298.75,427.5,Anthophila,353,500
9501,BD_71/Osmia cornuta/5d003203b.jpg,38.50892857142857,16.25,400.00000000000006,468.75,Anthophila,454,500
9502,BD_71/Andrena vaga/Andrena vaga68561.jpg,158.48214285714286,95.14285714285714,368.75,263.75,Anthophila,500,333
9503,BD_71/Xylocopa violacea/Xylocopa violacea9658.jpg,203.5714285714286,16.5625,621.4285714285716,518.1696428571429,Anthophila,800,530
9504,BD_71/Osmia bicornis/Osmia bicornis28116.jpg,141.25,125.0,276.25,330.00000000000006,Anthophila,500,333
9505,BD_71/Andrena vaga/Andrena vaga94169.jpeg,165.17857142857142,108.81696428571428,375.0,274.55357142857144,Anthophila,500,375
9506,BD_71/Andrena thoracica/Andrena thoracica3044.jpeg,174.10714285714286,33.75,341.25,251.25000000000003,Anthophila,500,333
9507,BD_71/Colletes hederae/Colletes hederae20145.jpg,152.0,116.0,448.0,652.0,Anthophila,600,800
9508,BD_71/Bombus hortorum/DH9_3266-3.jpg,3.75,1.25,493.75,485.0,Anthophila,500,500
9509,BD_71/Andrena flavipes/Andrena flavipes20827.jpeg,205.3571428571429,68.63839285714286,348.2142857142857,259.4866071428571,Anthophila,500,375
9510,BD_71/Andrena vaga/Andrena vaga65680.jpeg,35.0,266.25,185.82589285714283,393.75,Anthophila,375,500
9511,BD_71/Ceratina cucurbitina/Ceratina cucurbitina19268.jpg,410.0,140.04165649414062,712.0,342.0416564941406,Anthophila,800,608
9512,BD_71/Andrena nitida/Andrena nitida63486.jpg,57.49999999999999,211.25,347.5,491.25,Anthophila,400,500
9513,BD_71/Colletes hederae/Colletes hederae15806.jpg,240.0,88.0,564.0,494.0,Anthophila,800,600
9514,BD_71/Apis mellifera/Apis mellifera5495.jpg,82.0,74.0,504.0,742.0,Anthophila,600,800
9515,BD_71/Anthidium manicatum/100701_017.jpg,1.25,2.5,497.5,466.25,Anthophila,500,500
9516,BD_71/Andrena ventralis/andrena_9mm_16.0.jpg,57.5,78.75,436.25,330.0,Anthophila,500,364
9517,BD_71/Bombus pratorum/Bombus pratorum1049.jpeg,62.5,28.750000000000004,406.25,325.00000000000006,Anthophila,500,333
9518,BD_71/Amegilla quadrifasciata/2019-08-01 Luminy Hymenoptera 10 a 12 mm Apidae Amegilla 5.jpeg,40.17857142857143,71.25,473.75,280.80357142857144,Anthophila,500,370
9519,BD_71/Colletes hederae/Colletes hederae11658.jpg,256.0,132.0,570.0,512.0,Anthophila,800,600
9520,BD_71/Colletes hederae/Colletes hederae11726.jpg,186.0,170.0,592.0,440.0,Anthophila,800,602
9521,BD_71/Halictus scabiosae/Halictus scabiosae31980.jpg,113.75,156.25,408.75,408.75,Anthophila,500,498
9522,BD_71/Bombus vestalis/Bombus vestalis80032.jpg,53.75,7.5,412.5,361.25,Anthophila,500,500
9523,BD_71/Rhodanthidium septemdentatum/Rhodanthidium septemdentatum32898.jpg,194.19642857142856,102.57589285714286,305.80357142857144,230.4241071428572,Anthophila,500,333
9524,BD_71/Bombus pascuorum/Bombus pascuorum74297.jpg,43.75,141.25,273.75,392.5,Anthophila,475,500
9525,BD_71/Xylocopa violacea/Xylocopa violacea13856.jpg,72.32142857142857,103.57142857142856,560.0,676.8125,Anthophila,600,800
9526,BD_71/Lithurgus chrysurus/Lithurgus chrysurus85088.jpg,161.25,171.25,291.25,346.25,Anthophila,334,500
9527,BD_71/Sphecodes albilabris/Sphecodes albilabris84300.jpg,170.0,197.5,358.75,278.75,Anthophila,500,410
9528,BD_71/Melecta albifrons/Melecta albifrons19575.jpg,106.25,135.5078125,206.25000000000003,249.2578125,Anthophila,375,500
9529,BD_71/Bombus lucorum/Bombus lucorum83347.jpeg,35.0,171.25,228.75,352.5,Anthophila,237,500
9530,BD_71/Apis mellifera/Spipoll_Apis mellifera9811.jpg,157.14285714285714,18.75,667.8571428571429,583.9285714285714,Anthophila,800,600
9531,BD_71/Osmia bicornis/Osmia bicornis32397.jpg,161.25,176.25,342.49999999999994,307.5,Anthophila,477,500
9532,BD_71/Colletes cunicularius/Colletes cunicularius21063.jpg,171.25,56.25000000000001,331.25,142.5,Anthophila,500,333
9533,BD_71/Hylaeus variegatus/Hylaeus variegatus69023.jpg,106.25,168.75,355.0,323.75,Anthophila,464,500
9534,BD_71/Anthidium florentinum/Anthidium florentinum40527.jpg,133.75,61.25,343.75,252.5,Anthophila,500,375
9535,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata87546.jpeg,100.44642857142856,38.125,473.2142857142857,377.4375,Anthophila,500,427
9536,BD_71/Bombus lucorum/Bombus lucorum49145.jpeg,91.25,120.0,243.75,275.0,Anthophila,375,500
9537,BD_71/Sphecodes albilabris/Sph 16 02 2020 Merigny 3.jpg,0.0,2.5,497.5,375.0,Anthophila,500,375
9538,BD_71/Osmia caerulescens/Osmia caerulescens13825.jpg,71.42857142857143,66.44196428571429,435.0,415.5078125,Anthophila,500,451
9539,BD_71/Melecta albifrons/Melecta albifrons22476.jpeg,47.50000000000001,131.7578125,191.25,265.5078125,Anthophila,375,500
9540,BD_71/Bombus lucorum/Bombus lucorum17287.jpeg,145.0,107.5,330.0,287.5,Anthophila,500,375
9541,BD_71/Anthidium florentinum/p7281304_anthidi.jpg,140.0,83.75,453.75,302.5,Anthophila,500,410
9542,BD_71/Andrena vaga/Andrena vaga3244.jpg,95.98214285714286,62.4375,432.5,285.0,Anthophila,500,333
9543,BD_71/Xylocopa violacea/Xylocopa violacea2560.jpg,53.57142857142857,104.8125,622.0,460.7142857142858,Anthophila,800,600
9544,BD_71/Sphecodes albilabris/Sphecodes albilabris85068.jpeg,11.25,31.25,353.75,352.5,Anthophila,375,500
9545,BD_71/Xylocopa violacea/Xylocopa violacea20416.jpg,42.0,142.8125,554.0,592.8125,Anthophila,599,800
9546,BD_71/Osmia bicornis/Osmia bicornis1145.jpeg,43.75,29.017857142857142,486.6071428571428,421.25,Anthophila,500,500
9547,BD_71/Xylocopa violacea/Xylocopa violacea1105.jpg,192.8571428571429,98.8125,614.0,547.2767857142858,Anthophila,800,598
9548,BD_71/Bombus lucorum/Bombus lucorum28191.jpg,195.0,137.5,282.5,232.5,Anthophila,500,342
9549,BD_71/Bombus rupestris/Bombus rupestris7184.jpg,162.5,226.25,252.5,343.75,Anthophila,327,500
9550,BD_71/Andrena hattorfiana/Andrena hattorfiana32920.jpeg,205.0,127.84821428571428,296.25,251.25000000000003,Anthophila,500,333
9551,BD_71/Nomada goodeniana/Nomada goodeniana31589.jpg,172.5,122.5,330.0,255.00000000000003,Anthophila,500,375
9552,BD_71/Bombus lapidarius/Bombus lapidarius62414.jpeg,127.5,61.25,355.0,357.5,Anthophila,500,463
9553,BD_71/Sphecodes albilabris/Sphecodes albilabris21700.jpeg,131.25,186.25,316.25,320.0,Anthophila,500,381
9554,BD_71/Ceratina cucurbitina/New-Out99999.jpg,17.5,0.0260353088378906,492.5,303.7760353088379,Anthophila,500,318
9555,BD_71/Anthophora plumipes/Anthophora plumipes19384.jpg,207.5,138.58035714285714,360.0,278.75,Anthophila,500,374
9556,BD_71/Xylocopa violacea/Xylocopa violacea6003.jpg,74.0,112.8125,530.3705357142857,603.5714285714286,Anthophila,597,800
9557,BD_71/Rhodanthidium septemdentatum/DSC_5829.jpg,92.5,88.00781250000001,407.5,305.50781250000006,Anthophila,500,333
9558,BD_71/Sphecodes albilabris/Sphecodes albilabris46204.jpeg,232.1428571428572,132.5,302.5,219.3080357142857,Anthophila,500,375
9559,BD_71/Andrena clarkella/Andrena clarkella19849.jpg,71.42857142857143,51.25,365.0,285.0,Anthophila,500,334
9560,BD_71/Anthidium septemspinosum/Anthidium_11-12mm_5.8.2020.jpg,128.75,101.25,330.0,363.75,Anthophila,500,401
9561,BD_71/Bombus hortorum/Bombus hortorum59785.jpg,87.5,155.0,253.75000000000003,343.75,Anthophila,333,500
9562,BD_71/Halictus scabiosae/Halictus scabiosae49261.jpeg,81.25,60.0,427.5,316.25,Anthophila,500,375
9563,BD_71/Heriades truncorum/Heriades truncorum87534.jpeg,88.75,42.5,376.25,248.75,Anthophila,500,340
9564,BD_71/Nomada goodeniana/Nomada goodeniana10319.jpg,81.25,71.25,395.0,411.25,Anthophila,427,500
9565,BD_71/Bombus lucorum/Bombus lucorum90475.jpg,158.75,98.75,355.0,275.0,Anthophila,500,375
9566,BD_71/Anthidium manicatum/Anthidium manicatum81649.jpeg,11.25,71.42857142857143,338.1696428571429,397.5,Anthophila,375,500
9567,BD_71/Andrena agilissima/Andrena agilissima31464.jpeg,212.05357142857144,108.52232142857144,285.7142857142857,190.28571428571428,Anthophila,500,333
9568,BD_71/Anthophora bimaculata/Anthophora bimaculata90400.jpeg,162.5,88.75,330.0,226.25000000000003,Anthophila,500,375
9569,BD_71/Bombus humilis/Bombus humilis91985.jpg,61.25,232.5260353088379,118.75,283.7760353088379,Anthophila,231,500
9570,BD_71/Anthophora plumipes/Anthophora plumipes21563.jpg,93.75,86.25,257.5,313.75,Anthophila,400,500
9571,BD_71/Bombus pratorum/Bombus pratorum79166.jpeg,113.75,226.25,345.0,436.25,Anthophila,375,500
9572,BD_71/Andrena bicolor/Andrena bicolor59160.jpeg,187.5,104.0625,276.7857142857143,193.25892857142856,Anthophila,500,333
9573,BD_71/Osmia bicornis/Osmia bicornis6072.jpg,58.75,3.75,441.25,326.25000000000006,Anthophila,500,333
9574,BD_71/Andrena clarkella/Andrena clarkella6169.jpg,68.38392857142857,118.30357142857144,292.5,432.5,Anthophila,333,500
9575,BD_71/Apis mellifera/Apis mellifera11901.jpg,34.82142857142857,242.0,428.0,696.4285714285714,Anthophila,600,800
9576,BD_71/Bombus pascuorum/Bombus pascuorum50584.jpg,37.5,13.750000000000002,475.4464285714285,387.08928571428567,Anthophila,500,409
9577,BD_71/Bombus rupestris/Bombus rupestris56397.jpeg,206.25,125.0,336.25,232.5,Anthophila,500,335
9578,BD_71/Apis mellifera/Apis mellifera9744.jpg,61.60714285714285,100.0,556.0,708.0,Anthophila,600,800
9579,BD_71/Bombus campestris/Bombus campestris45104.jpeg,91.25,130.0,326.25,347.5,Anthophila,375,500
9580,BD_71/Anthidium manicatum/Anthidium manicatum2057.jpeg,0.0,84.82142857142857,312.5,451.25,Anthophila,375,500
9581,BD_71/Andrena cineraria/Andrena cineraria23505.jpg,140.0,47.5,333.75,246.25,Anthophila,500,311
9582,BD_71/Andrena nycthemera/Andrena nycthemera58510.jpg,121.90178571428572,176.33928571428572,275.02232142857144,446.4285714285714,Anthophila,333,500
9583,BD_71/Bombus muscorum/Bombus muscorum75803.jpg,70.0,138.75,302.5,390.0,Anthophila,375,500
9584,BD_71/Andrena hattorfiana/Andrena hattorfiana85551.jpeg,127.71875,160.71428571428572,268.0,314.73214285714283,Anthophila,469,500
9585,BD_71/Anthophora plumipes/Anthophora plumipes9728.jpg,151.25,75.0,351.25,246.25,Anthophila,500,375
9586,BD_71/Megachile ericetorum/Megachile ericetorum2173.jpeg,122.5,40.0,323.75,278.75,Anthophila,500,375
9587,BD_71/Halictus scabiosae/Halictus scabiosae34776.jpeg,103.75,82.5,396.25,281.24999999999994,Anthophila,500,371
9588,BD_71/Bombus muscorum/Bombus muscorum96419.jpg,68.75,105.0,305.0,281.25,Anthophila,500,334
9589,BD_71/Dasypoda hirtipes/Dasypoda hirtipes47004.jpg,77.5,40.5078125,408.75,435.5078125,Anthophila,500,500
9590,BD_71/Andrena fulva/Andrena fulva25725.jpg,62.5,37.5,451.25,327.6785714285715,Anthophila,500,367
9591,BD_71/Colletes hederae/Colletes hederae9934.jpg,26.000000000000004,32.0,520.0,664.0,Anthophila,601,800
9592,BD_71/Ceratina cucurbitina/Ceratina cucurbitina8275.jpg,96.91071428571428,117.85714285714286,511.4732142857143,692.8571428571429,Anthophila,603,800
9593,BD_71/Hylaeus variegatus/Hylaeus variegatus88004.jpeg,107.5,45.0,241.25,141.25,Anthophila,500,333
9594,BD_71/Apis mellifera/Apis mellifera17854.jpg,156.0,10.0,660.0,532.0,Anthophila,800,609
9595,BD_71/Bombus humilis/bombus_humilis_6a.jpg,67.5,36.7578125,475.0,326.7578125,Anthophila,500,387
9596,BD_71/Osmia aurulenta/Osmia aurulenta94901.jpg,87.5,170.5078125,242.5,299.2578125,Anthophila,375,500
9597,BD_71/Bombus rupestris/Bombus rupestris44967.jpg,12.5,14.906250000000002,485.0,338.75,Anthophila,500,371
9598,BD_71/Anthophora plumipes/Anthophora plumipes3617.jpeg,72.5,133.92857142857142,300.0,411.25,Anthophila,375,500
9599,BD_71/Bombus hortorum/Bombus hortorum1191.jpg,138.75,67.5,365.0,367.5,Anthophila,500,375
9600,BD_71/Bombus pratorum/Bombus pratorum13022.jpeg,72.5,227.5,311.25,446.25,Anthophila,375,500
9601,BD_71/Bombus sylvarum/Bombus sylvarum93651.jpg,70.0,146.25,288.75,330.0,Anthophila,375,500
9602,BD_71/Andrena haemorrhoa/Andrena haemorrhoa1207.jpg,0.0,82.5,456.25,348.75,Anthophila,500,418
9603,BD_71/Amegilla quadrifasciata/Amegilla quadrifasciata54147.jpg,163.75000000000003,312.5,196.25000000000003,367.5,Anthophila,334,500
9604,BD_71/Bombus vestalis/bombus_toilette.jpg,46.25,213.75000000000003,178.75,376.25000000000006,Anthophila,500,388
9605,BD_71/Andrena vaga/Andrena vaga60138.jpeg,105.0,50.223214285714285,285.7142857142857,302.5,Anthophila,500,375
9606,BD_71/Xylocopa violacea/Xylocopa violacea85.jpg,64.28571428571429,72.5625,628.5714285714286,505.25,Anthophila,800,602
9607,BD_71/Andrena nitida/Andrena nitida25236.jpg,123.88392857142856,165.17857142857142,215.95982142857144,238.8392857142857,Anthophila,375,500
9608,BD_71/Andrena cineraria/01052019-_Y8A9857-Modifier.jpg,36.88392857142857,127.23214285714285,420.06696428571433,410.7142857142857,Anthophila,459,500
9609,BD_71/Andrena clarkella/Andrena clarkella3002.jpg,89.28571428571429,84.73660714285714,334.82142857142856,251.2366071428572,Anthophila,500,333
9610,BD_71/Andrena fulva/Andrena fulva64846.jpeg,104.91071428571428,51.89732142857143,343.75,309.7098214285714,Anthophila,500,375
9611,BD_71/Colletes cunicularius/Colletes cunicularius71839.jpg,71.25,90.0,421.25,377.5,Anthophila,500,455
9612,BD_71/Megachile sculpturalis/Megachile sculpturalis87130.jpeg,24.553571428571427,105.90178571428572,458.75,378.0078125,Anthophila,500,409
9613,BD_71/Dasypoda hirtipes/Dasypoda hirtipes75855.jpg,61.25,71.7578125,427.5,434.2578125,Anthophila,498,500
9614,BD_71/Hylaeus variegatus/Hylaeus variegatus68565.jpg,132.5,115.0,416.25,391.25,Anthophila,495,500
9615,BD_71/Halictus scabiosae/Halictus scabiosae44524.jpg,112.5,65.0,357.5,397.5,Anthophila,500,498
9616,BD_71/Andrena ventralis/Andrena ventralis3358.jpg,26.785714285714285,49.05803571428572,485.0,305.00000000000006,Anthophila,500,333
9617,BD_71/Halictus rubicundus/Halictus rubicundus46783.jpg,121.25,148.00781250000003,377.5,296.75781250000006,Anthophila,500,458
9618,BD_71/Anthidium manicatum/Anthidium manicatum55796.jpeg,266.25,56.25,436.25,302.5,Anthophila,500,429
9619,BD_71/Colletes cunicularius/Colletes cunicularius62126.jpeg,100.0,75.0,365.0,247.5,Anthophila,500,375
9620,BD_71/Bombus sylvarum/Bombus sylvarum18283.jpeg,152.5,228.75,252.5,326.25,Anthophila,375,500
