path,xmin,ymin,xmax,ymax,label,width,height
BD_71/Anthophora plumipes/Anthophora plumipes58621.jpg,245.0,157.49999999999997,368.75,277.49999999999994,Anthophora plumipes,500,367
BD_71/Anthophora plumipes/Anthophora plumipes58305.jpeg,11.25,101.25,353.75,475.0,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes2590.jpg,110.0,22.500000000000004,442.5,326.25,Anthophora plumipes,500,449
BD_71/Anthophora plumipes/Anthophora plumipes64711.jpeg,51.25,130.0,281.25,381.25,Anthophora plumipes,500,500
BD_71/Anthophora plumipes/Anthophora plumipes65277.jpg,110.0,86.25,391.25,402.5,Anthophora plumipes,460,500
BD_71/Anthophora plumipes/Anthophora plumipes56496.jpg,115.0,255.0,196.25,396.25,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes27832.jpg,146.25,96.25,401.25,368.75,Anthophora plumipes,500,426
BD_71/Anthophora plumipes/Anthophora plumipes2500.jpg,75.0,57.5,413.75,325.0,Anthophora plumipes,500,406
BD_71/Anthophora plumipes/Anthophora plumipes65466.jpeg,133.75,36.830357142857146,373.75,315.0,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes61203.jpg,51.25,70.00000000000001,472.5,451.25,Anthophora plumipes,500,458
BD_71/Anthophora plumipes/Anthophora plumipes29007.jpeg,93.75,126.25,306.25,378.75,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes34410.jpg,161.25,73.75,455.0,392.5,Anthophora plumipes,500,455
BD_71/Anthophora plumipes/Anthophora plumipes64614.jpg,166.24999999999997,201.25,436.25,427.5,Anthophora plumipes,462,500
BD_71/Anthophora plumipes/Anthophora plumipes57782.jpg,101.25,73.66071428571429,493.75,338.75,Anthophora plumipes,500,500
BD_71/Anthophora plumipes/Anthophora plumipes66885.jpeg,81.25,87.5,376.25,338.75000000000006,Anthophora plumipes,500,474
BD_71/Anthophora plumipes/Anthophora plumipes8285.jpg,212.5,148.75,333.75,272.5,Anthophora plumipes,500,437
BD_71/Anthophora plumipes/Anthophora plumipes68866.jpg,130.0,266.25,217.5,370.0,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes66213.jpeg,250.0,100.0,418.75,253.75,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes61222.jpeg,102.5,82.5,308.75,326.25,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes64782.jpg,129.46428571428572,55.12500000000001,363.75,291.25,Anthophora plumipes,500,343
BD_71/Anthophora plumipes/img_2163_antho1.jpg,51.25,62.25892857142858,397.3214285714285,313.75,Anthophora plumipes,500,367
BD_71/Anthophora plumipes/Anthophora plumipes64189.jpg,127.23214285714285,44.424107142857146,375.0,268.75,Anthophora plumipes,500,321
BD_71/Anthophora plumipes/Anthophora plumipes71132.jpeg,93.75,66.25,338.75,346.25,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes61317.jpeg,118.74553571428572,96.25,297.49999999999994,393.75,Anthophora plumipes,397,500
BD_71/Anthophora plumipes/Anthophora plumipes68918.jpeg,121.25,66.25,396.25,310.0,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes27898.jpeg,183.75,90.0,352.5,276.25000000000006,Anthophora plumipes,500,414
BD_71/Anthophora plumipes/Anthophora plumipes60094.jpeg,48.75,113.75,311.25,321.25,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes25931.jpg,77.5,150.0,283.75,373.75,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes61082.jpg,120.0,41.25000000000001,371.25,266.25,Anthophora plumipes,500,374
BD_71/Anthophora plumipes/Anthophora plumipes8566.jpg,162.94642857142858,17.5,402.5,322.5,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes8743.jpg,111.25,106.25,381.25,382.5,Anthophora plumipes,472,500
BD_71/Anthophora plumipes/Anthophora plumipes58561.jpg,35.0,8.928571428571429,363.75,261.25,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes27170.jpg,76.78125,71.66250000000001,310.905,306.495,Anthophora plumipes,441,441
BD_71/Anthophora plumipes/Anthophora plumipes22907.jpeg,154.01785714285714,14.642857142857142,352.5,281.25,Anthophora plumipes,500,410
BD_71/Anthophora plumipes/Anthophora plumipes21413.jpg,76.25,98.75,336.25,282.5,Anthophora plumipes,500,417
BD_71/Anthophora plumipes/Anthophora plumipes60658.jpeg,20.8125,203.75,193.75,427.5,Anthophora plumipes,333,500
BD_71/Anthophora plumipes/Anthophora plumipes7961.jpeg,211.25,121.25,312.5,250.0,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes59560.jpg,109.375,61.24999999999999,387.5,286.25,Anthophora plumipes,500,432
BD_71/Anthophora plumipes/Anthophora plumipes62881.jpg,86.24999999999999,115.0,357.49999999999994,351.25,Anthophora plumipes,427,500
BD_71/Anthophora plumipes/Anthophora plumipes96406.jpeg,41.25,48.75,373.75,295.0,Anthophora plumipes,500,347
BD_71/Anthophora plumipes/Anthophora poss 1.1 Illkirch 11 04 2017 IMG_1954.jpg,220.9821428571429,104.46428571428572,410.7142857142857,362.1428571428572,Anthophora plumipes,500,390
BD_71/Anthophora plumipes/Anthophora plumipes21269.jpeg,82.03125,196.25,356.25,421.25,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes23948.jpg,176.25,36.25,403.75,320.0,Anthophora plumipes,500,354
BD_71/Anthophora plumipes/Anthophora plumipes27756.jpg,11.25,60.0,357.5,332.5,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes64076.jpg,141.25,132.5,345.0,378.75,Anthophora plumipes,500,452
BD_71/Anthophora plumipes/Anthophora plumipes62550.jpeg,136.25,48.75000000000001,398.75,336.25,Anthophora plumipes,500,414
BD_71/Anthophora plumipes/Anthophora plumipes67909.jpeg,83.3125,87.05357142857143,306.25,328.75,Anthophora plumipes,434,500
BD_71/Anthophora plumipes/a_plumipes_auben.jpg,142.5,20.0,381.25,277.5,Anthophora plumipes,500,354
BD_71/Anthophora plumipes/Anthophora plumipes66685.jpeg,108.81696428571428,146.25,285.0,451.25,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes62950.jpeg,77.5,78.75,360.0,295.0,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes31913.jpeg,23.4375,208.75,272.5,446.25,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes65354.jpg,145.08928571428572,104.57142857142856,377.5,293.75,Anthophora plumipes,500,384
BD_71/Anthophora plumipes/Anthophora plumipes998.jpeg,122.76785714285714,128.75,351.25,376.25,Anthophora plumipes,500,500
BD_71/Anthophora plumipes/Anthophora plumipes6818.jpg,127.5,87.5,251.25,218.75000000000003,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes57706.jpg,136.25,72.5,335.0,297.5,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes63735.jpeg,30.0,121.25,331.25,402.5,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes61683.jpeg,157.5,166.25,260.0,273.75,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes28444.jpg,162.5,133.75,363.75,375.0,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes8666.jpeg,131.25,127.5,256.25,263.75,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes23630.jpeg,81.25,147.5,336.25,380.0,Anthophora plumipes,500,500
BD_71/Anthophora plumipes/Anthophora plumipes67348.jpg,66.96428571428571,178.57142857142858,230.0,333.75,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes56205.jpeg,51.25,96.25,336.25,385.0,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes21922.jpg,81.25,23.4375,287.94642857142856,301.25,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes27777.jpg,114.4,64.48,317.2,288.08,Anthophora plumipes,416,366
BD_71/Anthophora plumipes/a_dsc_7817_2.jpg,191.9642857142857,11.250000000000002,446.25,197.67857142857144,Anthophora plumipes,500,369
BD_71/Anthophora plumipes/Anthophora plumipes55663.jpeg,101.25,43.75,366.25,317.5,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes2810.jpg,111.25,63.75000000000001,367.5,303.75000000000006,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes66305.jpeg,181.25,140.625,301.25,281.25,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes59259.jpg,48.75,156.25,328.75,455.0,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes27925.jpg,156.25,11.249999999999998,436.25,277.5,Anthophora plumipes,500,281
BD_71/Anthophora plumipes/Anthophora plumipes8705.jpg,182.5,140.0,313.75,242.5,Anthophora plumipes,500,462
BD_71/Anthophora plumipes/Anthophora plumipes55375.jpg,216.25,115.0,360.0,301.25000000000006,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes22666.jpg,200.0,45.0,428.75,250.0,Anthophora plumipes,500,355
BD_71/Anthophora plumipes/Anthophora plumipes20565.jpeg,82.58928571428571,89.19642857142857,305.80357142857144,292.8616071428572,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes59073.jpeg,121.25,95.0,302.5,328.75,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes61299.jpg,157.5,178.75,271.25,296.25,Anthophora plumipes,434,500
BD_71/Anthophora plumipes/Anthophora plumipes29484.jpeg,21.76339285714285,126.25,278.75,330.35714285714283,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes63495.jpeg,12.5,116.25,321.25,391.25,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes20521.jpg,104.70089285714286,120.53571428571428,336.3794642857143,314.73214285714283,Anthophora plumipes,499,500
BD_71/Anthophora plumipes/Anthophora plumipes235.jpg,178.75,143.75,287.5,260.0,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes64201.jpg,118.75,76.25,380.0,303.75,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/insecte.jpg,140.0,23.75,373.75,296.24999999999994,Anthophora plumipes,500,332
BD_71/Anthophora plumipes/Anthophora plumipes24407.jpg,241.25,108.75,375.0,268.75,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes8115.jpg,17.5,117.5,336.25,438.75,Anthophora plumipes,430,500
BD_71/Anthophora plumipes/Anthophora plumipes8265.jpg,121.25,53.75,403.75,318.75,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes66983.jpg,211.25,35.0,457.5,267.5,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes10019.jpg,0.0,42.5,187.5,312.5,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes65350.jpg,133.75,81.25000000000001,306.25,257.5,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes22073.jpeg,106.25,86.25,323.75,400.0,Anthophora plumipes,443,500
BD_71/Anthophora plumipes/Anthophora plumipes65205.jpeg,2.5,123.75,238.75000000000003,298.75,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes22797.jpeg,113.83928571428572,90.40178571428572,347.5,297.5,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes27390.jpg,126.25,86.25,402.5,262.5,Anthophora plumipes,500,346
BD_71/Anthophora plumipes/Anthophora plumipes26496.jpg,166.25,207.5,243.75,262.5,Anthophora plumipes,332,500
BD_71/Anthophora plumipes/Anthophora plumipes32095.jpg,120.0,186.25,337.50000000000006,336.25,Anthophora plumipes,389,500
BD_71/Anthophora plumipes/Anthophora plumipes24703.jpeg,97.5,256.25,252.5,406.25,Anthophora plumipes,281,500
BD_71/Anthophora plumipes/Anthophora plumipes63144.jpeg,96.25,150.0,317.5,410.0,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes22042.jpeg,78.75000000000001,96.25,262.5,330.0,Anthophora plumipes,333,500
BD_71/Anthophora plumipes/Anthophora plumipes62956.jpeg,78.75,86.25,300.0,297.5,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes22215.jpeg,71.25,18.75,352.5,362.5,Anthophora plumipes,500,431
BD_71/Anthophora plumipes/Anthophora plumipes22107.jpg,172.5,35.0,340.0,263.75,Anthophora plumipes,500,313
BD_71/Anthophora plumipes/Anthophora plumipes60981.jpg,148.75,16.25,352.5,268.75,Anthophora plumipes,500,281
BD_71/Anthophora plumipes/Anthophora plumipes62807.jpeg,241.25,291.25,372.5,480.0,Anthophora plumipes,500,500
BD_71/Anthophora plumipes/Anthophora plumipes92526.jpg,50.0,112.5,302.5,386.25,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes27519.jpg,31.25,96.25,336.25,317.5,Anthophora plumipes,500,500
BD_71/Anthophora plumipes/5db00933.jpg,75.89285714285714,75.81696428571429,266.25,285.0,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes6742.jpg,153.75,106.25,272.5,225.00000000000003,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes64136.jpeg,146.25,66.25,295.0,257.5,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes64136.jpeg,190.0,88.75,401.25,260.0,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes9007.jpg,116.25,72.5,377.5,276.25,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes59412.jpg,136.16071428571428,108.75,256.25,263.75,Anthophora plumipes,500,360
BD_71/Anthophora plumipes/Anthophora plumipes66678.jpg,76.25,112.5,283.75,359.0,Anthophora plumipes,500,359
BD_71/Anthophora plumipes/Anthophora plumipes9575.jpg,175.0,136.17857142857142,379.4642857142857,341.25,Anthophora plumipes,500,492
BD_71/Anthophora plumipes/Anthophora plumipes62743.jpg,118.30357142857144,122.14285714285714,308.75,347.5,Anthophora plumipes,500,480
BD_71/Anthophora plumipes/anthophora plumipes hellebore.jpeg,127.23214285714285,71.25,296.25,296.25000000000006,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes26826.jpeg,131.69642857142858,37.16517857142857,341.25,261.25,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes66373.jpeg,221.25,65.0,446.25,323.75,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes86126.jpg,122.76785714285714,71.25,352.5,301.25,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes7789.jpg,70.0,76.25,296.25,360.0,Anthophora plumipes,341,500
BD_71/Anthophora plumipes/Anthophora plumipes57239.jpg,145.08928571428572,30.0,360.0,241.25,Anthophora plumipes,500,301
BD_71/Anthophora plumipes/Anthophora plumipes7767.jpg,166.25,73.75,361.25,300.0,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes65676.jpg,127.5,170.0,266.25,290.0,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes8754.jpg,85.0,88.75,400.0,286.25,Anthophora plumipes,500,465
BD_71/Anthophora plumipes/Anthophora plumipes1195.jpeg,25.0,111.25,256.25,350.0,Anthophora plumipes,500,365
BD_71/Anthophora plumipes/Anthophora plumipes71748.jpg,62.5,121.25,276.25,361.25,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes66762.jpg,78.42857142857143,151.78571428571428,276.1339285714285,354.9107142857143,Anthophora plumipes,366,500
BD_71/Anthophora plumipes/Anthophora plumipes57583.jpeg,207.5,118.75,336.25,241.25,Anthophora plumipes,500,365
BD_71/Anthophora plumipes/Anthophora plumipes58334.jpeg,105.46875,167.41071428571428,336.25,395.0,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes57637.jpg,113.75,50.0,376.25,298.75000000000006,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes84.jpg,146.25,290.0,261.25,391.25,Anthophora plumipes,500,500
BD_71/Anthophora plumipes/4J5A5403.jpeg,198.66071428571428,82.59821428571429,412.5,316.25,Anthophora plumipes,500,319
BD_71/Anthophora plumipes/Anthophora plumipes22288.jpg,84.82142857142857,77.5,347.5,340.0,Anthophora plumipes,500,477
BD_71/Anthophora plumipes/Anthophora plumipes57608.jpeg,110.16964285714285,142.85714285714286,360.0,396.25,Anthophora plumipes,457,500
BD_71/Anthophora plumipes/Anthophora plumipes61970.jpg,178.57142857142858,44.73214285714285,387.5,242.5,Anthophora plumipes,500,334
BD_71/Anthophora plumipes/Anthophora plumipes22536.jpeg,98.21428571428572,78.68303571428571,336.25,358.75,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes59975.jpeg,97.75,195.0,262.49999999999994,418.75,Anthophora plumipes,476,500
BD_71/Anthophora plumipes/Anthophora plumipes9579.jpg,69.19642857142857,105.46875,310.2678571428572,267.85714285714283,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes25926.jpeg,96.25,91.25,331.25,332.50000000000006,Anthophora plumipes,500,418
BD_71/Anthophora plumipes/Anthophora plumipes21668.jpeg,147.32142857142858,65.41071428571429,356.25,266.25,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes62021.jpg,109.375,126.36160714285714,340.0,301.25000000000006,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes62742.jpeg,149.55357142857142,112.94642857142856,340.0,326.25,Anthophora plumipes,500,460
BD_71/Anthophora plumipes/Anthophora plumipes22890.jpg,100.0,116.25,312.5,342.5,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes65631.jpeg,125.0,101.25,172.5,146.25,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes65631.jpeg,241.25,206.25,292.5,253.75,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/1h.jpg,31.25,94.85714285714288,251.25,268.75,Anthophora plumipes,500,332
BD_71/Anthophora plumipes/Anthophora plumipes62057.jpg,222.5,98.75,346.25,281.25,Anthophora plumipes,500,369
BD_71/Anthophora plumipes/Hymenoptere Anthophora plumipes femelle 4.jpg,25.0,43.75,432.5,306.25000000000006,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes63599.jpeg,60.0,121.25,332.5,371.25,Anthophora plumipes,388,500
BD_71/Anthophora plumipes/Anthophora plumipes96842.jpg,209.82142857142856,183.03571428571428,408.4821428571428,375.0,Anthophora plumipes,500,500
BD_71/Anthophora plumipes/Anthophora plumipes92527.jpg,83.75,166.25,301.25,398.75,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes54016.jpg,186.25,73.75,380.0,246.25,Anthophora plumipes,500,344
BD_71/Anthophora plumipes/Anthophora plumipes24897.jpg,125.35714285714285,194.19642857142856,294.10714285714283,419.6428571428572,Anthophora plumipes,360,500
BD_71/Anthophora plumipes/Anthophora plumipes30418.jpg,170.0,78.79017857142857,406.25,276.25,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes63393.jpg,98.75,217.5,190.0,316.25,Anthophora plumipes,281,500
BD_71/Anthophora plumipes/Anthophora plumipes8502.jpeg,135.0,106.25,296.25,354.99999999999994,Anthophora plumipes,500,456
BD_71/Anthophora plumipes/Anthophora plumipes2448.jpeg,178.57142857142858,100.2857142857143,395.0,285.0,Anthophora plumipes,500,351
BD_71/Anthophora plumipes/Anthophora plumipes26337.jpg,75.0,225.0,252.5,343.75,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes27646.jpeg,130.00000000000003,162.5,220.0,286.25,Anthophora plumipes,399,500
BD_71/Anthophora plumipes/Anthophora plumipes59365.jpeg,98.75,176.33928571428572,292.96875000000006,361.25,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes59465.jpg,176.25,96.25,342.5,283.75,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes59654.jpeg,157.5,97.5,341.25,316.25,Anthophora plumipes,500,500
BD_71/Anthophora plumipes/Anthophora plumipes57664.jpeg,35.0,100.0,325.0,346.24999999999994,Anthophora plumipes,500,382
BD_71/Anthophora plumipes/Anthophora plumipes22098.jpeg,100.0,97.09821428571428,317.5,316.25,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes8050.jpeg,181.25,61.25,408.75,250.0,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes60650.jpg,80.29464285714286,196.42857142857144,266.24999999999994,412.5,Anthophora plumipes,391,500
BD_71/Anthophora plumipes/Anthophora plumipes61208.jpg,90.0,127.23214285714285,321.25,342.5,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes65695.jpeg,168.75,96.25,425.0,306.25,Anthophora plumipes,500,386
BD_71/Anthophora plumipes/Anthophora poss 1.3 Illkirch 11 04 2017 IMG_1954.jpg,160.0,51.25,433.75,306.25,Anthophora plumipes,500,353
BD_71/Anthophora plumipes/Anthophora plumipes1059.jpg,89.28571428571429,83.70535714285714,291.25,291.25,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes56535.jpg,85.0,119.71428571428572,368.75,361.25,Anthophora plumipes,500,419
BD_71/Anthophora plumipes/Anthophora plumipes30028.jpeg,218.75,146.25,338.75,268.75,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes57214.jpeg,116.25,146.25,271.25,363.75,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes9549.jpg,75.89285714285714,50.223214285714285,280.0,233.75,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes23506.jpeg,201.25,217.5,315.0,320.0,Anthophora plumipes,500,500
BD_71/Anthophora plumipes/Anthophora plumipes92564.jpeg,266.25,121.25,403.75,280.0,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes25041.jpeg,130.0,148.75,361.25,341.25,Anthophora plumipes,500,500
BD_71/Anthophora plumipes/Anthophora plumipes57353.jpg,112.5,156.25,232.5,271.25,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes65115.jpg,152.5,233.75,251.25000000000003,331.25,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes67445.jpeg,101.25,125.0,291.25,363.75,Anthophora plumipes,500,500
BD_71/Anthophora plumipes/Anthophora plumipes56841.jpg,133.75,141.25,360.0,362.5,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes20831.jpg,146.25,41.25,341.25,282.5,Anthophora plumipes,500,303
BD_71/Anthophora plumipes/Anthophora plumipes27429.jpeg,142.5,56.25000000000001,311.25,315.0,Anthophora plumipes,500,403
BD_71/Anthophora plumipes/Anthophora plumipes67717.jpg,160.0,107.5,288.75,218.75,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes55372.jpg,100.44642857142856,92.20982142857144,297.5,295.0,Anthophora plumipes,500,405
BD_71/Anthophora plumipes/Anthophora plumipes63785.jpg,118.75,146.25,358.75,345.0,Anthophora plumipes,481,500
BD_71/Anthophora plumipes/Anthophora plumipes27394.jpeg,158.48214285714286,33.857142857142854,312.5,270.0,Anthophora plumipes,500,316
BD_71/Anthophora plumipes/Anthophora plumipes57812.jpeg,137.5,5.0,222.5,96.25,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes55824.jpg,153.75,136.25,332.5,318.75,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes27761.jpg,21.875,86.62500000000001,230.125,220.5,Anthophora plumipes,350,303
BD_71/Anthophora plumipes/Anthophora plumipes96846.jpg,81.25,75.36160714285714,319.19642857142856,241.25,Anthophora plumipes,500,331
BD_71/Anthophora plumipes/Anthophora plumipes39210.jpeg,151.25,95.0,360.0,300.0,Anthophora plumipes,500,351
BD_71/Anthophora plumipes/Anthophora plumipes22.jpg,145.08928571428572,75.32142857142857,316.9642857142857,272.78571428571433,Anthophora plumipes,500,456
BD_71/Anthophora plumipes/Anthophora plumipes27758.jpeg,109.375,125.55803571428572,367.5,291.25,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes94313.jpg,168.75,101.08928571428572,356.25,285.0,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes62410.jpeg,176.25,117.5,376.25,306.25,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes8783.jpg,138.75,121.25,356.25,363.75,Anthophora plumipes,500,500
BD_71/Anthophora plumipes/Anthophora plumipes26716.jpeg,135.0,93.75,392.5,325.0,Anthophora plumipes,500,398
BD_71/Anthophora plumipes/Anthophora plumipes20890.jpeg,92.5,146.25,292.5,318.75,Anthophora plumipes,500,421
BD_71/Anthophora plumipes/Anthophora plumipes236.jpg,302.5,55.0,417.4107142857143,173.75,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes57211.jpeg,88.72767857142858,136.25,252.5,352.5,Anthophora plumipes,375,500
BD_71/Anthophora plumipes/Anthophora plumipes987.jpg,56.25,166.25,225.0,282.5,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes68687.jpg,160.71428571428572,131.69642857142858,335.0,363.75,Anthophora plumipes,500,500
BD_71/Anthophora plumipes/Anthophora plumipes60023.jpeg,76.25,105.0,201.25,220.0,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes63620.jpeg,145.0,61.25000000000001,345.0,290.0,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes60333.jpeg,140.625,47.50000000000001,308.75,235.00000000000003,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes97032.jpeg,1.2499999999999998,106.25,191.25,321.25,Anthophora plumipes,281,500
BD_71/Anthophora plumipes/Anthophora plumipes1156.jpg,100.44642857142856,106.25,272.5,306.25000000000006,Anthophora plumipes,500,398
BD_71/Anthophora plumipes/Anthophora plumipes9621.jpg,181.25,78.75,371.25,280.0,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes27644.jpeg,86.24999999999999,186.25,252.5,408.75,Anthophora plumipes,387,500
BD_71/Anthophora plumipes/Anthophora plumipes60661.jpeg,191.25,116.25,401.25,317.50000000000006,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes56890.jpg,136.25,120.0,286.25,358.75,Anthophora plumipes,430,500
BD_71/Anthophora plumipes/Anthophora plumipes57996.jpeg,149.55357142857142,170.0,323.75,355.00000000000006,Anthophora plumipes,500,429
BD_71/Anthophora plumipes/Anthophora plumipes1063.jpg,151.25,116.25,372.5,270.0,Anthophora plumipes,500,375
BD_71/Anthophora plumipes/Anthophora plumipes22075.jpg,198.66071428571428,71.35714285714286,396.25,241.25000000000003,Anthophora plumipes,500,333
BD_71/Anthophora plumipes/Anthophora plumipes20879.jpeg,158.75,140.0,316.25,393.75,Anthophora plumipes,499,500
BD_71/Anthophora plumipes/a3_2.jpg,58.75,31.25,255.0,238.75,Anthophora plumipes,500,321
BD_71/Anthophora plumipes/Anthophora plumipes67926.jpeg,17.5625,178.57142857142858,220.78571428571428,332.5892857142857,Anthophora plumipes,281,500
