paths;label;bdd
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/88247744.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/204935437.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/156674127.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/102786543.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/217924004.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/135714053.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/207619195.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/226670873.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/44535111.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/145654380.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/89105508.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/218778525.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/201969841.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/202635423.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/186594862.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/92285771.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/206097142.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/141673102.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/85612726.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/43047396.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/135544322.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/85998683.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/41565241.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/169088030.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/213635626.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/83259694.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/205710916.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/47148918.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/154763158.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/124687697.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/109005962.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/47195772.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/48384845.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/157807869.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/181201466.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/210830907.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/135736721.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/91608609.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/230221513.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/179258734.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/43116518.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/83259898.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/205740289.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/225429161.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/147244347.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/231133982.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/204083369.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/214964153.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/237375106.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/204371448.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/89105223.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/217598466.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/245955645.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/87833939.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/178899757.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/175633473.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/259016726.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/40974770.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/43047321.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/146072775.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/173047004.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/83909748.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/209815863.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/131030598.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/224916243.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/77394918.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/156966924.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/135330734.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/222581742.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/146048446.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/216384054.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/175633476.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/222791229.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/87007284.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/135679750.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/86520708.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/67868063.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/146072803.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/205710815.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/149015741.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/172696837.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/212770077.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/128313525.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/204410142.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/30695503.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/80013676.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/201323511.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/148921746.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/131668972.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/150752931.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/46382889.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/145204377.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/80822451.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/210335828.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/212770118.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/202916179.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/224209384.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/202476335.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/253998755.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/136465429.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/147320446.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/131030570.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/128313513.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/149455401.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/47195781.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/217984256.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/88972957.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/204495204.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/163598083.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/91608713.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/80727699.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/229440719.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/204341991.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/215665321.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/83740620.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/83640764.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/156496656.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/176706321.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/176396957.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/151422907.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/57494431.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/78557120.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/133661643.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/209302581.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/227133369.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/144436197.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/256493956.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/206256146.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/204143022.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/151892000.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/132411000.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/212770146.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/75784443.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/186014270.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/231133918.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/217009304.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/147453089.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/226698869.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/204715346.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/91955574.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/89767327.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/10803545.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/221286515.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/210590883.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/217585432.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/218591516.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/136277478.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/77486226.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/203836461.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/203828719.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/210878073.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/221025267.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/208132625.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/253715400.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/109447188.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/221967769.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/207928424.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/89950750.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/150063617.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/205711025.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/36554302.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/124688395.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/75784404.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/153449858.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/147229990.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/212053041.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/222201422.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/87270223.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/75530538.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/75671812.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/90528529.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/77486215.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/84353119.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/131030636.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/67302890.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/87581047.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/147220240.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/135714021.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/150981814.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/104875796.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/88247807.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/75513284.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/7544603.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/84500878.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/147353025.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/228723523.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/150970244.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/149202632.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/104875777.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/86545360.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/220374254.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/134019228.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/214571323.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/222201479.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/230366395.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/196493084.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/76164618.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/132414587.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/210590858.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/135736739.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/41234158.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/80824092.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/145888556.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/252660871.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/38763052.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/209137702.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/216384160.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/88246925.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/210589737.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/163204676.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/228856299.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/144436270.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/70584672.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/150288057.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/166123906.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/133579957.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/229731863.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/148103193.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/135966036.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/79134222.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/135330768.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/251005215.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/210148970.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/148479280.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/144889368.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/147108661.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/74071426.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/43062787.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/43116519.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/215665307.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/147453119.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/147719553.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/91608622.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/77943474.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/209137889.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/77489657.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/136465445.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/91955551.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/84500891.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/44514971.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/212032400.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/255951271.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/203828736.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/167032465.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/228627351.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/108492751.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/150396621.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/136760002.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/216016033.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/109005158.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/85658609.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/135544302.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/132411076.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/216383701.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/148954834.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/177132456.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/206500556.jpg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/145169145.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/89539313.jpeg;Bombus rupestris;
../../data_bees_detection/whole_dataset/inaturalist_2305/Bombus rupestris/48384847.jpeg;Bombus rupestris;
